"gene_name","Col0_0h_rep1","Col0_0h_rep2","Col0_0h_rep3","Col0_24h_rep1","Col0_24h_rep2","Col0_24h_rep3"
"AT5G62290","206","194","213","204","268","270"
"AT5G62300","3763","3549","4499","2758","3118","2305"
"AT5G62310","50","39","69","48","11","7"
"AT5G62320","1","1","0","5","1","1"
"AT5G62330","150","17","24","661","13","18"
"AT5G62340","748","207","243","552","19","4"
"AT5G62350","6181","4442","6207","3175","4197","3490"
"AT5G62360","25","15","11","47","28","24"
"AT5G62370","45","67","100","52","82","84"
"AT5G62380","35","62","89","48","74","54"
"AT5G62390","6278","5383","6072","5115","4921","3879"
"AT5G62400","1","1","0","0","0","0"
"AT5G62410","754","752","923","860","739","569"
"AT5G62420","71","24","12","7","3","0"
"AT5G62430","37","71","84","37","58","51"
"AT5G62440","384","402","682","347","452","358"
"AT5G62460","1425","1238","1281","1425","1375","1293"
"AT5G62470","1033","1112","1345","2077","1997","1437"
"AT5G62480","598","2608","6258","798","3438","3540"
"AT5G62490","211","139","97","24","36","26"
"AT5G62500","667","489","516","332","327","238"
"AT5G62510","1","0","2","2","5","0"
"AT5G62520","84","85","77","95","62","83"
"AT5G62530","1735","1577","1725","1273","1355","1171"
"AT5G62540","977","951","1059","1037","1360","1134"
"AT5G62550","436","634","702","1015","906","739"
"AT5G62560","890","1468","1346","1535","1540","1431"
"AT5G62570","1244","1366","1462","1379","1783","1433"
"AT5G62575","552","441","465","298","368","275"
"AT5G62576","0","0","0","0","0","0"
"AT5G62580","1524","1467","1405","984","969","791"
"AT5G62600","1304","1367","1391","1510","1584","1381"
"AT5G62610","1636","1247","1022","1192","1176","802"
"AT5G62620","442","439","530","450","486","440"
"AT5G62623","0","0","0","0","0","0"
"AT5G62627","0","0","0","0","0","0"
"AT5G62630","246","684","877","635","935","717"
"AT5G62640","1447","1544","1245","1589","1471","1342"
"AT5G62650","430","499","471","430","509","402"
"AT5G62660","2","0","0","0","0","0"
"AT5G62670","4667","3912","3076","3650","2987","2172"
"AT5G62680","3219","3775","4530","5705","5426","5097"
"AT5G62690","14687","11034","10447","9793","10298","6880"
"AT5G62700","20088","15164","14199","13565","12746","8761"
"AT5G62710","255","369","449","391","331","300"
"AT5G62720","873","1516","2766","1195","1405","1717"
"AT5G62730","0","0","5","0","1","2"
"AT5G62740","1062","1134","1284","1320","1424","1317"
"AT5G62750","1","0","1","1","0","1"
"AT5G62760","568","563","612","571","633","499"
"AT5G62770","160","289","223","761","643","712"
"AT5G62780","1","1","1","2","1","0"
"AT5G62790","2038","2045","1842","1476","1463","1075"
"AT5G62800","1","0","1","3","0","0"
"AT5G62810","2653","2480","2196","2502","2469","1848"
"AT5G62820","108","86","60","116","116","105"
"AT5G62830","0","0","0","0","0","0"
"AT5G62840","103","96","127","40","54","30"
"AT5G62850","3","2","0","5","4","3"
"AT5G62848","0","0","0","0","0","0"
"AT5G62860","0","0","0","0","0","0"
"AT5G62865","489","686","673","777","815","841"
"AT5G62880","1434","1257","1325","1370","1376","993"
"AT5G62890","3962","3799","3269","3517","3245","2530"
"AT5G62900","985","996","847","1240","1280","1006"
"AT5G62910","851","802","707","687","853","622"
"AT5G62920","464","463","441","556","706","585"
"AT5G62930","1814","1318","1239","1283","1244","975"
"AT5G62940","117","145","135","173","277","157"
"AT5G62950","1141","1043","837","804","1100","768"
"AT5G62960","115","148","135","118","87","97"
"AT5G62970","0","0","2","0","0","0"
"AT5G62980","484","422","381","191","269","184"
"AT5G62990","51","55","80","56","78","60"
"AT5G62998","0","1","2","0","2","2"
"AT5G63000","311","278","386","284","354","275"
"AT5G63010","156","180","213","164","195","169"
"AT5G63020","952","729","638","1095","880","670"
"AT5G63030","1793","1470","1275","2246","1959","1548"
"AT5G63040","137","140","218","134","159","116"
"AT5G63050","1327","1187","1132","751","941","609"
"AT5G63060","39","36","62","49","61","47"
"AT5G63063","0","0","0","0","0","0"
"AT5G63065","0","0","0","0","0","0"
"AT5G63070","0","0","1","2","1","1"
"AT5G63080","549","469","417","600","650","491"
"AT5G63085","0","0","0","0","0","0"
"AT5G63087","1","0","3","0","0","0"
"AT5G63090","6","11","7","11","17","9"
"AT5G63100","68","82","85","66","76","63"
"AT5G63110","906","990","1011","1097","1116","1073"
"AT5G63120","563","486","611","531","601","496"
"AT5G63130","94","165","189","96","143","148"
"AT5G63135","120","124","152","123","122","118"
"AT5G63140","1334","1204","1183","963","940","583"
"AT5G63145","0","0","0","0","0","0"
"AT5G63150","600","623","763","623","658","622"
"AT5G63160","581","1079","468","3797","3694","2255"
"AT5G63168","0","0","0","0","0","0"
"AT5G63170","1","3","5","0","2","8"
"AT5G63180","1919","1735","1660","2701","1366","1326"
"AT5G63190","3339","2997","1515","3789","3795","2483"
"AT5G63195","2","0","2","7","1","3"
"AT5G63200","1218","1227","791","1103","1218","922"
"AT5G63220","734","645","836","655","639","601"
"AT5G63225","1","0","0","0","4","3"
"AT5G63230","0","0","0","0","0","0"
"AT5G63240","1","3","2","10","7","11"
"AT5G63250","6","1","0","3","7","4"
"AT5G63260","911","842","726","945","914","681"
"AT5G63270","23","13","24","2","1","3"
"AT5G63280","699","714","651","816","782","682"
"AT5G63290","34","52","67","39","43","38"
"AT5G63300","23","26","25","20","32","17"
"AT5G63310","1875","2053","2484","968","985","633"
"AT5G63320","2348","2071","1994","1988","2117","1612"
"AT5G63340","0","0","0","0","0","0"
"AT5G63350","237","132","69","91","96","61"
"AT5G63370","4474","4711","4350","5378","6589","5079"
"AT5G63380","685","888","845","712","783","647"
"AT5G63390","35","24","30","27","28","31"
"AT5G63400","5043","4333","4781","3232","2910","2280"
"AT5G63410","2393","2504","3345","2883","2865","2805"
"AT5G63420","1174","1048","1458","470","656","398"
"AT5G63440","345","317","416","290","290","243"
"AT5G63450","505","550","364","1089","1162","1190"
"AT5G63460","634","635","682","641","802","647"
"AT5G63470","1881","1605","1195","1760","1528","1115"
"AT5G63480","124","118","98","105","113","94"
"AT5G63490","762","919","1060","939","1086","1006"
"AT5G63500","396","407","331","419","402","361"
"AT5G63510","2035","1849","1878","1407","1441","1257"
"AT5G63520","367","327","294","238","229","193"
"AT5G63530","1028","664","772","340","308","222"
"AT5G63540","38","39","44","37","32","26"
"AT5G63550","599","565","897","804","681","646"
"AT5G63560","6","233","267","62","212","272"
"AT5G63570","2183","2965","3275","2186","2311","2097"
"AT5G63580","4","2","1","3","3","1"
"AT5G63590","1150","1495","1849","1491","1444","1633"
"AT5G63595","377","401","576","450","535","622"
"AT5G63600","4182","5637","5713","15357","8036","9476"
"AT5G63610","1370","1179","1010","1525","1488","1246"
"AT5G63620","2043","1949","1369","2705","2410","1949"
"AT5G63630","183","200","247","197","223","196"
"AT5G63640","2045","1825","1565","1966","2137","1700"
"AT5G63650","9299","7294","9100","4662","5088","3467"
"AT5G63660","193","95","173","100","28","21"
"AT5G63670","735","701","811","683","764","593"
"AT5G63680","1587","2101","2792","1991","2737","2701"
"AT5G63690","18","25","31","15","18","24"
"AT5G63700","319","264","372","211","204","128"
"AT5G63710","341","378","399","461","621","445"
"AT5G63715","0","0","0","0","0","0"
"AT5G63720","0","2","1","1","0","0"
"AT5G63730","0","0","0","0","0","0"
"AT5G63740","0","0","1","1","2","3"
"AT5G63750","11","8","3","7","5","14"
"AT5G63760","818","1011","1049","1508","1545","1365"
"AT5G63770","1089","1054","1237","1263","1285","1141"
"AT5G63780","746","649","850","527","624","540"
"AT5G63790","2606","3406","3621","3364","4221","4500"
"AT5G63800","2831","3991","6176","5154","5561","5845"
"AT5G63810","8343","6935","6586","6678","4487","3344"
"AT5G63820","369","264","359","259","276","184"
"AT5G63830","211","226","234","290","346","261"
"AT5G63840","5530","4985","4663","4549","4256","3418"
"AT5G63850","498","665","319","318","363","293"
"AT5G63860","4992","4072","3196","4003","4314","3127"
"AT5G63870","1242","1174","1297","1091","1128","855"
"AT5G63880","912","850","948","873","907","824"
"AT5G63890","1272","1277","1554","1084","1097","982"
"AT5G63900","1","4","5","1","5","5"
"AT5G63905","430","477","618","514","601","726"
"AT5G63910","1781","1734","1490","2136","1996","1855"
"AT5G63920","287","260","381","307","262","216"
"AT5G63930","1536","1931","1900","1972","2035","2056"
"AT5G63940","1561","1287","1147","1283","1222","944"
"AT5G63941","0","0","0","0","0","0"
"AT5G63950","602","787","918","1132","1057","965"
"AT5G63952","0","0","0","0","0","0"
"AT5G63960","414","408","508","457","452","348"
"AT5G63970","1244","1414","1404","1344","1657","1569"
"AT5G63980","1021","1356","1823","827","1166","1188"
"AT5G63990","262","270","307","283","259","284"
"AT5G64000","87","124","196","150","184","155"
"AT5G64010","181","170","203","241","242","195"
"AT5G64020","1468","1274","1543","1309","1326","1134"
"AT5G64030","3197","2834","2786","2238","2079","1515"
"AT5G64040","3444","3341","2856","5185","4529","2492"
"AT5G64050","1384","1335","1640","1078","1153","916"
"AT5G64060","14","20","24","13","29","26"
"AT5G64070","5594","5351","4421","5828","5558","4512"
"AT5G64080","93","117","82","59","51","42"
"AT5G64090","1126","1167","1147","1414","1449","1351"
"AT5G64100","10075","13000","21175","20742","12235","15373"
"AT5G64110","200","180","181","450","155","214"
"AT5G64120","1112","16142","44397","11253","41076","53989"
"AT5G64130","6092","5409","6175","5867","5971","4693"
"AT5G64140","1190","1338","1990","1115","1288","1062"
"AT5G64150","367","319","310","253","293","215"
"AT5G64160","529","437","459","429","480","370"
"AT5G64170","156","543","430","729","942","799"
"AT5G64180","663","700","490","800","744","634"
"AT5G64190","38","22","6","63","44","27"
"AT5G64200","1591","1554","1320","1466","1494","1299"
"AT5G64210","17","36","34","11","15","14"
"AT5G64220","2401","2796","2693","2513","2836","2551"
"AT5G64230","164","190","126","189","225","233"
"AT5G64240","702","549","446","548","551","504"
"AT5G64250","3504","4649","6542","4082","5202","6607"
"AT5G64260","21321","31231","40133","23276","40362","57584"
"AT5G64270","5525","5711","3970","6290","6375","5427"
"AT5G64280","946","954","687","1040","1129","891"
"AT5G64290","1854","2081","2138","1777","1732","1585"
"AT5G64300","5716","4922","6003","3265","3559","3020"
"AT5G64310","520","894","1125","847","913","848"
"AT5G64320","87","88","123","97","107","104"
"AT5G64330","5386","4211","4575","3583","3435","2450"
"AT5G64340","0","0","0","0","0","0"
"AT5G64341","0","0","0","0","0","0"
"AT5G64342","0","0","0","0","0","0"
"AT5G64343","0","0","0","0","0","0"
"AT5G64350","3141","3006","3322","2436","2676","2518"
"AT5G64360","1256","1155","839","1101","1173","946"
"AT5G64370","3693","3680","3440","5217","4706","4743"
"AT5G64380","592","476","365","255","326","148"
"AT5G64390","1430","1300","1102","1569","1808","1226"
"AT5G64395","19","24","31","28","38","25"
"AT5G64400","3229","3753","3833","3167","3780","4257"
"AT5G64401","10","8","13","1","8","9"
"AT5G64410","2821","2904","2426","5732","4934","4315"
"AT5G64420","1385","1479","1664","1483","1714","1369"
"AT5G64430","2395","2357","1973","3490","3469","3742"
"AT5G64440","2544","2778","3278","2980","3475","3208"
"AT5G64450","22","29","46","49","43","43"
"AT5G64460","794","774","665","747","742","525"
"AT5G64470","421","385","390","352","345","290"
"AT5G64480","257","217","221","198","206","147"
"AT5G64490","26","24","18","33","37","34"
"AT5G64500","2559","2706","2348","3299","3194","2856"
"AT5G64501","0","0","0","0","0","0"
"AT5G64505","0","0","0","0","0","0"
"AT5G64510","38","88","174","82","162","244"
"AT5G64520","157","123","102","120","109","72"
"AT5G64530","22","22","23","17","21","16"
"AT5G64540","0","1","0","0","2","1"
"AT5G64541","0","0","0","0","0","0"
"AT5G64550","0","0","0","0","0","0"
"AT5G64552","0","0","0","0","0","0"
"AT5G64560","523","443","475","510","592","502"
"AT5G64570","5075","5341","2970","10628","7115","7116"
"AT5G64572","1","0","0","0","0","0"
"AT5G64580","544","579","897","393","509","442"
"AT5G64590","1","6","3","0","2","6"
"AT5G64600","600","498","554","488","538","382"
"AT5G64610","1238","974","977","1087","967","723"
"AT5G64620","2262","1981","1597","1945","1641","1118"
"AT5G64630","137","143","226","156","131","104"
"AT5G64640","424","421","416","436","335","293"
"AT5G64650","164","203","218","139","193","170"
"AT5G64660","380","613","1063","441","671","653"
"AT5G64667","2","7","13","2","3","4"
"AT5G64670","521","492","798","520","530","450"
"AT5G64680","158","207","265","212","284","229"
"AT5G64685.1","7","6","7","6","6","4"
"AT5G64690","36","38","41","43","28","30"
"AT5G64700","19","14","11","19","24","23"
"AT5G64710","30","28","43","20","27","27"
"AT5G64720","0","0","2","1","2","1"
"AT5G64730","291","318","289","321","379","346"
"AT5G64735","0","0","0","0","0","0"
"AT5G64740","21792","18715","17080","16117","14503","12065"
"AT5G64750","57","117","229","52","189","239"
"AT5G64760","692","576","690","435","470","360"
"AT5G64770","129","82","110","413","362","418"
"AT5G64780","126","128","138","170","146","151"
"AT5G64790","0","24","66","1","50","53"
"AT5G64800","4","7","3","15","10","16"
"AT5G64810","20","124","136","424","583","689"
"AT5G64813","2155","1913","1776","1967","1841","1480"
"AT5G64816","138","134","205","137","165","130"
"AT5G64820","4","2","1","0","2","0"
"AT5G64830","590","639","618","555","633","524"
"AT5G64840","3414","4167","3203","3646","4736","2555"
"AT5G64850","295","278","256","286","290","222"
"AT5G64855","0","1","1","0","0","0"
"AT5G64860","1649","1023","840","422","377","216"
"AT5G64870","154","188","130","330","293","265"
"AT5G64880","828","687","731","1062","1046","794"
"AT5G64890","12","190","432","121","238","278"
"AT5G64900","35","119","213","44","98","104"
"AT5G64905","48","401","1196","107","444","442"
"AT5G64910","17","8","10","10","13","9"
"AT5G64920","2184","2110","1883","2784","2608","2223"
"AT5G64930","931","1031","901","1246","1438","1171"
"AT5G64940","2558","3897","4156","2583","3404","1887"
"AT5G64950","122","122","172","122","136","104"
"AT5G64960","1409","1532","1492","1718","1803","1492"
"AT5G64970","162","163","157","117","136","136"
"AT5G64980","39","36","54","44","46","34"
"AT5G64990","29","27","45","39","39","48"
"AT5G65000","563","539","543","491","493","432"
"AT5G65005","0","0","0","0","0","0"
"AT5G65010","497","637","1055","535","498","375"
"AT5G65015","0","0","0","0","0","0"
"AT5G65020","14248","12718","13624","10795","9574","9676"
"AT5G65030","75","61","63","107","86","44"
"AT5G65040","264","265","325","346","238","174"
"AT5G65050","2083","1990","1856","1775","2139","1407"
"AT5G65060","730","612","533","663","703","550"
"AT5G65070","59","62","61","59","49","42"
"AT5G65080","91","116","123","70","99","78"
"AT5G65090","47","41","72","42","27","22"
"AT5G65100","96","57","30","74","28","19"
"AT5G65110","9318","8676","6929","8516","9247","8531"
"AT5G65120","161","201","222","213","207","205"
"AT5G65130","12","18","22","6","20","28"
"AT5G65140","220","167","280","215","176","151"
"AT5G65158","25","4","11","14","1","1"
"AT5G65160","102","91","190","91","52","58"
"AT5G65165","27","13","11","9","2","2"
"AT5G65166","0","0","0","0","0","0"
"AT5G65170","217","191","226","245","172","166"
"AT5G65180","325","337","378","335","407","301"
"AT5G65200","275","385","351","600","528","516"
"AT5G65205","60","64","110","81","71","65"
"AT5G65207","1118","1269","353","2195","1810","1536"
"AT5G65210","4394","6061","5507","8842","8513","8074"
"AT5G65220","10135","8773","5931","5021","6154","3126"
"AT5G65230","30","66","74","64","50","39"
"AT5G65240","656","870","1366","1048","1318","1214"
"AT5G65250","548","588","490","546","551","402"
"AT5G65260","1425","1366","1326","1448","1535","1227"
"AT5G65270","1298","1303","1436","1400","1355","1185"
"AT5G65274","1","0","0","0","0","0"
"AT5G65280","140","142","87","162","181","156"
"AT5G65290","984","853","890","975","1039","859"
"AT5G65300","192","216","345","141","223","281"
"AT5G65305","0","0","0","0","0","0"
"AT5G65310","6505","5107","5731","4517","4887","3816"
"AT5G65320","15","52","392","33","94","96"
"AT5G65330","0","0","0","0","0","0"
"AT5G65340","24","10","9","5","3","1"
"AT5G65350","31","33","33","29","23","31"
"AT5G65360","1524","1229","2067","1491","1313","1174"
"AT5G65370","0","0","0","0","0","0"
"AT5G65380","5233","5269","3482","8731","7282","5956"
"AT5G65390","10472","11057","10569","14479","10613","9679"
"AT5G65400","221","202","260","245","263","186"
"AT5G65410","503","410","525","194","185","112"
"AT5G65420","123","92","162","77","48","48"
"AT5G65430","13248","12487","11401","15481","14418","13473"
"AT5G65440","1928","1807","2079","1771","1860","1322"
"AT5G65445","0","0","0","1","0","0"
"AT5G65450","212","197","246","221","174","141"
"AT5G65460","1077","1080","1170","1197","1219","912"
"AT5G65470","2932","2977","2997","2508","2316","2028"
"AT5G65480","3661","4175","5480","5352","6381","6027"
"AT5G65490","1050","1008","843","720","783","569"
"AT5G65495","372","325","411","436","468","455"
"AT5G65500","7","14","19","52","26","30"
"AT5G65510","68","68","119","19","54","29"
"AT5G65520","445","387","310","436","463","389"
"AT5G65530","1449","1513","1865","1800","1053","912"
"AT5G65533","0","0","0","0","0","0"
"AT5G65535","0","0","0","0","0","0"
"AT5G65540","752","595","639","644","626","435"
"AT5G65550","14","21","8","9","11","13"
"AT5G65560","301","303","364","359","401","294"
"AT5G65570","92","91","94","127","129","78"
"AT5G65575","188","175","226","198","213","189"
"AT5G65580","2","3","6","5","3","9"
"AT5G65590","75","56","46","48","68","41"
"AT5G65600","5","216","366","41","282","332"
"AT5G65609","5","9","8","8","13","6"
"AT5G65610","143","138","182","132","140","110"
"AT5G65615","0","0","0","0","1","0"
"AT5G65620","3753","3736","3227","3783","3664","2983"
"AT5G65630","5056","3963","4574","3323","3477","2809"
"AT5G65640","1202","1990","5442","2192","5079","4497"
"AT5G65650","452","359","427","346","323","285"
"AT5G65660","2816","5664","5124","6142","9812","9537"
"AT5G65670","13873","13315","16465","16237","18671","15517"
"AT5G65676.1","0","0","0","0","0","0"
"AT5G65683","1124","988","905","1178","783","831"
"AT5G65690","163","83","64","124","117","158"
"AT5G65687","664","633","569","558","576","521"
"AT5G65685","757","643","793","709","800","629"
"AT5G65700","3783","3818","3391","3343","3037","2501"
"AT5G65710","640","579","469","644","609","463"
"AT5G65720","2715","3241","3437","3399","3854","3625"
"AT5G65730","11","7","13","40","19","22"
"AT5G65740","493","417","379","202","261","155"
"AT5G65750","2768","2856","2862","2411","2896","2427"
"AT5G65760","1836","1536","1240","1176","1251","955"
"AT5G65770","0","0","0","0","0","0"
"AT5G65780","1276","1484","1660","1406","1503","1365"
"AT5G65790","354","639","989","529","690","599"
"AT5G65800","2253","1744","1818","1395","1265","956"
"AT5G65810","2628","1732","1905","1254","1068","774"
"AT5G65820","108","132","152","114","134","89"
"AT5G65830","326","285","300","271","240","182"
"AT5G65840","308","341","285","336","355","358"
"AT5G65850","19","22","16","16","30","24"
"AT5G65860","243","228","365","197","250","233"
"AT5G65870","97","164","384","116","226","243"
"AT5G65880","95","108","172","87","111","112"
"AT5G65890","28","33","30","22","42","24"
"AT5G65900","294","400","569","347","452","428"
"AT5G65910","3284","2705","2721","3382","3566","2970"
"AT5G65920","741","771","974","832","877","838"
"AT5G65925","351","495","492","766","753","828"
"AT5G65930","2451","1833","2153","1603","1604","1116"
"AT5G65940","1872","1644","1288","1253","1306","1089"
"AT5G65950","3284","3399","3020","3969","3783","3105"
"AT5G65960","2602","1968","1935","2138","2145","1671"
"AT5G65970","583","715","661","1205","1205","939"
"AT5G65980","128","247","68","36","39","22"
"AT5G65990","785","793","686","462","603","500"
"AT5G66000","71","61","103","79","70","65"
"AT5G66005","190","130","203","110","124","90"
"AT5G66010","426","435","493","587","582","505"
"AT5G66020","1","0","3","1","2","1"
"AT5G66030","7237","6232","5339","5688","5857","4034"
"AT5G66040","5636","7277","5396","13788","12091","11725"
"AT5G66045","10","4","5","5","9","8"
"AT5G66050","1389","1462","1055","2028","1879","1639"
"AT5G66052","1652","1786","673","1902","1693","1427"
"AT5G66053","0","0","0","0","0","0"
"AT5G66055","2610","2377","1928","1728","1844","1167"
"AT5G66060","1173","1011","1195","898","896","711"
"AT5G66070","152","338","525","373","477","554"
"AT5G66080","1868","1608","1731","1285","1276","1006"
"AT5G66090","380","362","334","311","295","237"
"AT5G66100","657","681","756","670","709","634"
"AT5G66110","51","45","25","28","30","27"
