"gene_name","Col0_0h_rep1","Col0_0h_rep2","Col0_0h_rep3","Col0_24h_rep1","Col0_24h_rep2","Col0_24h_rep3"
"AT3G57970","147","107","134","81","102","56"
"AT3G57980","509","449","507","473","456","284"
"AT3G57990","1094","1129","939","1068","1176","914"
"AT3G58000","13","12","14","12","4","3"
"AT3G58010","333","342","387","266","331","277"
"AT3G58020","392","326","374","319","410","308"
"AT3G58030","2095","2044","1849","2131","2294","1856"
"AT3G58035","0","0","0","0","0","0"
"AT3G58040","1340","1329","1378","1528","1689","1411"
"AT3G58050","1973","1797","1852","1993","1938","1647"
"AT3G58060","113","101","75","50","56","45"
"AT3G58070","8","4","2","2","4","1"
"AT3G58080","0","0","0","0","0","0"
"AT3G58090","231","232","228","235","223","168"
"AT3G58100","224","209","248","153","152","100"
"AT3G58110","3162","2463","2439","2643","2505","1959"
"AT3G58120","6120","5007","4361","5033","4523","3492"
"AT3G58130","319","286","316","261","252","259"
"AT3G58140","1266","1443","1757","1101","1238","958"
"AT3G58150","24","66","74","6","34","35"
"AT3G58160","414","307","361","175","266","174"
"AT3G58165","1","1","0","0","0","1"
"AT3G58170","1271","1195","1148","1225","1377","1189"
"AT3G58180","409","503","462","495","546","483"
"AT3G58190","33","124","733","139","353","340"
"AT3G58193","1","0","1","1","0","1"
"AT3G58196","1","0","0","0","0","0"
"AT3G58200","14","26","20","6","18","10"
"AT3G58210","0","0","1","0","0","0"
"AT3G58220","553","437","479","369","443","290"
"AT3G58230","0","0","0","0","0","0"
"AT3G58240","0","0","0","0","0","0"
"AT3G58250","0","0","0","0","0","0"
"AT3G58260","0","0","0","0","0","0"
"AT3G58270","61","113","132","65","93","107"
"AT3G58280","0","0","0","0","0","0"
"AT3G58290","1","0","1","1","0","0"
"AT3G58300","1","0","0","0","0","0"
"AT3G58310","0","0","0","0","0","0"
"AT3G58320","0","0","0","0","0","0"
"AT3G58330","0","0","0","0","0","0"
"AT3G58340","0","0","0","0","0","0"
"AT3G58347","0","0","0","0","2","0"
"AT3G58350","74","131","111","103","77","75"
"AT3G58360","0","0","1","0","0","0"
"AT3G58370","0","4","2","3","4","1"
"AT3G58380","13","12","10","9","9","6"
"AT3G58390","0","5","0","13","15","14"
"AT3G58400","0","0","0","0","0","0"
"AT3G58410","0","0","0","0","0","0"
"AT3G58420","1","2","1","1","0","0"
"AT3G58430","126","109","124","71","98","64"
"AT3G58440","0","0","0","0","0","0"
"AT3G58450","115","31","11","25","14","7"
"AT3G58460","1596","1630","1503","1750","1710","1509"
"AT3G58470","313","361","394","349","405","356"
"AT3G58480","4","0","4","0","2","0"
"AT3G58490","1546","1657","1596","2599","2666","2209"
"AT3G58500","8488","7717","6128","8135","8256","6052"
"AT3G58510","1712","1891","1834","2125","2334","1989"
"AT3G58520","46","46","69","38","61","30"
"AT3G58530","947","732","577","633","779","555"
"AT3G58540","24","20","19","16","12","3"
"AT3G58550","6","252","282","76","300","412"
"AT3G58560","1511","1832","1770","1996","1983","1877"
"AT3G58570","1175","1096","976","1204","1108","1010"
"AT3G58580","1429","1293","1329","1290","1257","1049"
"AT3G58590","51","62","70","51","77","59"
"AT3G58600","1382","1338","1402","1413","1614","1248"
"AT3G58610","6571","8681","10290","6326","7087","6030"
"AT3G58620","2999","2074","2203","1480","1467","1004"
"AT3G58630","367","348","368","403","356","333"
"AT3G58640","6457","4753","3200","5371","5470","4002"
"AT3G58650","152","149","223","184","195","120"
"AT3G58660","513","732","934","539","745","672"
"AT3G58670","1325","1240","1042","1230","1209","946"
"AT3G58676","0","0","0","0","0","0"
"AT3G58680","8242","6605","4947","5995","6489","4866"
"AT3G58690","98","98","133","81","103","83"
"AT3G58700","664","735","1044","677","792","737"
"AT3G58710","774","778","773","1462","1265","1382"
"AT3G58720","136","126","119","107","97","57"
"AT3G58730","6563","5964","6624","5829","5641","5211"
"AT3G58740","1","0","0","1","0","1"
"AT3G58750","2249","2144","1788","2257","1970","1788"
"AT3G58760","822","864","926","841","985","847"
"AT3G58770","33","31","27","24","24","17"
"AT3G58780","17","15","21","16","13","11"
"AT3G58790","555","445","477","436","475","330"
"AT3G58795","1","0","0","0","0","0"
"AT3G58800","189","172","204","180","166","161"
"AT3G58810","134","220","188","671","816","963"
"AT3G58820","65","74","98","41","54","27"
"AT3G58830","719","608","551","366","433","270"
"AT3G58840","538","507","559","490","574","459"
"AT3G58850","2018","1626","1396","1240","1574","1004"
"AT3G58860","4","6","7","3","1","0"
"AT3G58865.1","196","146","130","122","118","95"
"AT3G58877","0","0","0","0","0","0"
"AT3G58880","0","0","0","0","0","0"
"AT3G58890","0","0","0","0","0","0"
"AT3G58900","437","418","397","395","475","370"
"AT3G58910","0","0","0","0","0","0"
"AT3G58920","0","0","0","0","0","0"
"AT3G58930","144","236","256","173","226","186"
"AT3G58940","108","97","126","88","88","83"
"AT3G58950","0","0","0","0","0","0"
"AT3G58960","0","0","0","0","0","0"
"AT3G58970","1357","1277","1054","1475","1448","1325"
"AT3G58975","184","151","135","117","140","74"
"AT3G58980","83","74","82","87","107","76"
"AT3G58990","14","29","50","12","6","16"
"AT3G59000","187","165","158","184","178","150"
"AT3G59010","1023","704","360","1913","552","586"
"AT3G59020","3811","4408","4021","5714","5375","4688"
"AT3G59030","0","0","0","0","0","1"
"AT3G59040","1021","870","984","507","601","382"
"AT3G59050","0","0","0","0","0","0"
"AT3G59052","0","0","0","0","0","0"
"AT3G59060","583","809","537","1383","1539","1052"
"AT3G59068","2","0","1","1","0","2"
"AT3G59070","0","0","0","0","0","0"
"AT3G59080","234","565","1042","449","657","723"
"AT3G59090","1761","1648","1558","2680","2329","1990"
"AT3G59100","681","774","804","1074","1102","857"
"AT3G59110","1123","1082","1078","1193","1163","974"
"AT3G59120","57","35","53","69","49","43"
"AT3G59130","107","68","74","55","54","79"
"AT3G59140","972","905","705","512","491","469"
"AT3G59150","360","313","308","352","363","318"
"AT3G59160","0","0","0","0","0","0"
"AT3G59170","0","0","0","0","0","0"
"AT3G59180","0","0","0","0","0","0"
"AT3G59190","10","9","19","15","15","9"
"AT3G59200","42","45","31","52","29","19"
"AT3G59210","1107","1016","1030","1255","1266","1230"
"AT3G59220","1198","1942","2978","2184","1857","1850"
"AT3G59230","0","0","0","1","1","1"
"AT3G59240","0","0","0","0","0","0"
"AT3G59250","50","41","58","9","11","10"
"AT3G59260","0","0","0","0","1","0"
"AT3G59270","7","23","39","20","29","22"
"AT3G59280","890","872","1208","814","921","857"
"AT3G59290","1309","1270","1300","1423","1365","1243"
"AT3G59300","685","661","600","725","702","560"
"AT3G59310","163","143","172","120","122","114"
"AT3G59320","718","716","831","813","832","747"
"AT3G59330","146","156","178","101","185","120"
"AT3G59340","373","255","299","210","232","240"
"AT3G59350","6180","6058","4968","7160","7852","6367"
"AT3G59360","2007","1910","2057","2465","2289","2078"
"AT3G59370","867","464","396","708","396","265"
"AT3G59380","1081","1039","955","1171","1202","890"
"AT3G59390","216","187","222","188","238","196"
"AT3G59400","1033","1485","1314","1109","1532","742"
"AT3G59410","821","777","852","933","1213","829"
"AT3G59415","0","0","0","0","0","0"
"AT3G59420","782","642","671","512","583","453"
"AT3G59430","117","100","136","149","165","119"
"AT3G59440","71","74","103","70","56","45"
"AT3G59450","6","4","12","9","11","9"
"AT3G59455","0","0","0","0","0","0"
"AT3G59460","0","0","0","0","0","0"
"AT3G59470","377","344","364","309","379","244"
"AT3G59480","194","112","70","73","51","34"
"AT3G59490","274","240","195","181","229","139"
"AT3G59500","806","706","588","737","726","617"
"AT3G59510","9","3","2","3","3","5"
"AT3G59520","253","236","266","245","300","265"
"AT3G59530","61","47","65","46","91","49"
"AT3G59540","2683","2608","3108","2226","2355","1987"
"AT3G59550","75","87","160","138","111","89"
"AT3G59570","255","247","289","441","318","284"
"AT3G59580","114","72","65","44","38","15"
"AT3G59590","0","0","0","0","0","0"
"AT3G59600","1038","1015","861","816","920","697"
"AT3G59610","0","0","0","1","0","0"
"AT3G59620","0","4","0","5","3","3"
"AT3G59630","299","344","433","342","433","413"
"AT3G59640","346","362","380","413","462","454"
"AT3G59650","146","139","165","115","125","124"
"AT3G59660","1978","2321","2743","3097","3225","3091"
"AT3G59670","374","396","540","363","406","271"
"AT3G59680","284","261","276","223","239","166"
"AT3G59690","235","259","205","247","271","239"
"AT3G59695","0","0","0","0","0","0"
"AT3G59700","270","574","867","626","912","934"
"AT3G59710","270","145","172","63","93","100"
"AT3G59720.1","2","1","1","2","3","2"
"AT3G59730","98","64","42","86","64","77"
"AT3G59740","13","19","17","21","18","21"
"AT3G59750","36","73","82","43","101","92"
"AT3G59760","2079","2534","3172","2444","2772","3046"
"AT3G59765","94","87","125","117","129","98"
"AT3G59770","4337","3986","3256","4612","4766","3794"
"AT3G59780","2320","2147","1823","1053","1400","666"
"AT3G59790","1","0","1","1","0","0"
"AT3G59800","702","501","469","427","432","376"
"AT3G59810","434","384","540","491","479","441"
"AT3G59820","590","547","873","430","649","563"
"AT3G59830","18","13","14","5","1","2"
"AT3G59840","236","310","252","210","219","224"
"AT3G59845","0","0","4","0","2","3"
"AT3G59850","204","68","114","112","5","2"
"AT3G59860.1","0","0","0","0","0","0"
"AT3G59870","520","432","454","460","436","358"
"AT3G59880","48","107","213","150","139","134"
"AT3G59884","0","0","2","0","0","0"
"AT3G59890","222","186","242","177","146","113"
"AT3G59900","1930","1602","2076","1850","1559","1378"
"AT3G59910","1938","1921","1659","2214","2225","1879"
"AT3G59920","10283","9800","10094","11396","10393","9608"
"AT3G59923","0","0","0","0","0","0"
"AT3G59926","0","0","0","0","0","0"
"AT3G59930","98","318","97","208","293","221"
"AT3G59940","4134","3652","1967","5041","5115","3699"
"AT3G59950","1171","1250","1170","1393","1489","1313"
"AT3G59960","0","0","0","0","1","0"
"AT3G59970","9135","7734","8190","6648","5625","4678"
"AT3G59980","658","656","615","371","356","244"
"AT3G59990","3552","3700","3557","3885","4101","3401"
"AT3G60000","0","0","0","2","1","0"
"AT3G60010","1","1","2","0","1","1"
"AT3G60020","0","0","2","0","0","1"
"AT3G60030","6585","5850","4813","6569","6628","4913"
"AT3G60040","190","143","133","145","135","126"
"AT3G60050","258","279","298","248","224","179"
"AT3G60060","0","0","0","0","0","0"
"AT3G60070","2431","2329","1830","1839","2164","1322"
"AT3G60075","0","0","0","0","0","0"
"AT3G60080","1794","1857","1534","1504","1553","1180"
"AT3G60090","0","2","2","16","2","6"
"AT3G60100","0","4","2","3","4","2"
"AT3G60110","370","362","399","378","426","353"
"AT3G60120","0","318","784","2","173","233"
"AT3G60130","4186","4934","3291","6832","6045","7068"
"AT3G60140","1384","1364","356","2610","5442","4247"
"AT3G60150","212","206","131","258","234","200"
"AT3G60160","52","65","81","169","116","119"
"AT3G60164","3","2","2","3","3","2"
"AT3G60170.1","3","3","4","4","2","3"
"AT3G60176","0","0","0","0","1","0"
"AT3G60180","297","258","243","285","262","226"
"AT3G60190","1642","2142","2290","2745","3005","2964"
"AT3G60200","584","543","609","600","580","581"
"AT3G60210","1618","1487","1267","761","835","572"
"AT3G60220","569","602","538","748","729","683"
"AT3G60238","0","0","0","0","0","0"
"AT3G60240","4564","5075","4456","5797","5470","4906"
"AT3G60245","5455","5825","8242","4698","5260","3982"
"AT3G60250","3797","3085","2540","2831","3275","2269"
"AT3G60260","1433","1131","1068","1163","1246","890"
"AT3G60270","7","5","2","3","0","1"
"AT3G60280","54","33","41","2","2","0"
"AT3G60286","24","24","23","25","28","14"
"AT3G60290","262","167","164","139","150","91"
"AT3G60300","6224","5126","3805","5584","5483","4147"
"AT3G60310","368","295","307","376","385","239"
"AT3G60318","7","4","3","0","2","1"
"AT3G60320","3067","2669","2975","2962","3007","2330"
"AT3G60328","0","0","0","0","0","0"
"AT3G60330","243","415","1702","93","410","506"
"AT3G60340","2843","2489","1545","2796","3082","2288"
"AT3G60350","1620","1416","1189","1510","1470","1165"
"AT3G60360","230","223","303","189","219","193"
"AT3G60370","609","441","449","293","386","198"
"AT3G60380","1338","1239","1249","1110","974","835"
"AT3G60390","1458","1179","986","1194","1190","753"
"AT3G60400","222","245","231","302","372","241"
"AT3G60410","1335","1230","1172","1251","1352","1102"
"AT3G60420","4","4","7","27","11","5"
"AT3G60440","513","453","648","452","458","430"
"AT3G60450","1940","1802","1775","2764","2321","2535"
"AT3G60460","2","0","0","0","0","0"
"AT3G60470","1","4","7","199","36","46"
"AT3G60480","221","226","256","281","326","267"
"AT3G60490","275","206","96","233","237","204"
"AT3G60500","577","604","727","490","635","521"
"AT3G60510","370","364","306","487","588","356"
"AT3G60520","294","323","421","327","419","367"
"AT3G60530","14044","9560","5584","8744","10238","6352"
"AT3G60540","23","35","98","35","62","91"
"AT3G60550","199","265","500","247","311","317"
"AT3G60560","0","0","0","0","0","0"
"AT3G60565.1","0","0","0","0","0","0"
"AT3G60570","0","0","1","0","0","0"
"AT3G60580","29","45","60","29","29","42"
"AT3G60590","500","566","414","691","712","573"
"AT3G60600","8259","6852","5175","7181","7073","5316"
"AT3G60610","0","0","0","1","0","0"
"AT3G60613","0","0","0","0","0","0"
"AT3G60620","327","347","397","325","342","266"
"AT3G60630","2421","1856","1919","1343","1386","990"
"AT3G60640","375","378","420","393","465","471"
"AT3G60647","10","11","23","6","5","2"
"AT3G60650","123","86","121","45","57","21"
"AT3G60660","62","64","99","70","73","65"
"AT3G60670","28","21","29","15","17","24"
"AT3G60680","274","392","493","409","534","524"
"AT3G60690","124","157","218","243","246","225"
"AT3G60700","15","13","10","23","15","19"
"AT3G60710","0","0","1","1","0","0"
"AT3G60720","68","118","109","193","162","155"
"AT3G60730","20","8","11","6","7","4"
"AT3G60740","1054","928","977","959","899","765"
"AT3G60750","22105","26321","29205","18683","20473","15667"
"AT3G60760","0","0","0","0","0","0"
"AT3G60770","3776","3872","5244","3216","3785","3150"
"AT3G60780","26","7","6","12","7","6"
"AT3G60790","0","0","1","0","0","0"
"AT3G60800","949","832","887","881","850","757"
"AT3G60805","0","0","0","0","0","0"
"AT3G60810","307","287","339","255","288","222"
"AT3G60820","4055","3903","3925","3650","4078","3596"
"AT3G60830","562","564","599","580","536","485"
"AT3G60840","234","438","376","649","637","559"
"AT3G60850","679","734","529","1040","907","747"
"AT3G60860","4440","4117","4121","5256","4798","4206"
"AT3G60870","23","19","31","16","5","2"
"AT3G60880","393","481","536","445","466","413"
"AT3G60890","5","1","4","0","1","1"
"AT3G60897","0","0","0","0","0","0"
"AT3G60900","91","75","75","44","22","22"
"AT3G60910","520","427","502","435","471","328"
"AT3G60920","0","1","1","2","2","4"
"AT3G60930.2","0","0","0","0","1","0"
"AT3G60930.1","19","41","15","15","29","16"
"AT3G60935.1","1","1","0","0","0","1"
"AT3G60940","5","7","2","20","7","5"
"AT3G60950","0","0","0","0","0","1"
"AT3G60955","0","0","0","0","0","0"
"AT3G60957","0","2","1","2","2","2"
"AT3G60960","97","128","130","127","136","125"
"AT3G60961","4","2","1","2","1","2"
"AT3G60965.1","471","434","435","415","416","345"
"AT3G60966","0","1","2","14","9","12"
"AT3G60970","3","3","3","27","17","8"
"AT3G60972","0","3","1","3","0","3"
"AT3G60980","279","286","316","388","428","341"
"AT3G60990","0","0","0","0","0","0"
"AT3G61010","1673","1804","2018","2599","3551","2523"
"AT3G61020","400","387","514","456","455","385"
"AT3G61028","6","5","7","13","11","14"
"AT3G61030","0","0","0","0","0","1"
"AT3G61035","0","0","0","0","0","0"
"AT3G61040","0","0","0","0","0","0"
"AT3G61050","3247","3277","3016","3726","3523","3091"
"AT3G61060","376","577","212","1705","1479","1101"
"AT3G61070","2678","2403","1954","2642","2414","2157"
"AT3G61080","670","525","405","208","249","115"
"AT3G61090","2","3","2","2","2","1"
"AT3G61100","81","115","149","92","131","85"
"AT3G61105","0","0","0","0","0","0"
"AT3G61110","2291","2908","3513","2284","2827","2519"
"AT3G61111","0","3","2","0","0","0"
"AT3G61113","28","22","30","18","35","22"
"AT3G61117","0","0","0","0","0","0"
"AT3G61118","5","2","3","3","1","2"
"AT3G61120","2","5","4","4","3","3"
"AT3G61130","4234","3706","3994","3259","2907","2219"
"AT3G61140","1279","1262","1546","1278","1342","1164"
"AT3G61150","1832","1600","1605","1901","1795","1467"
"AT3G61160","834","951","930","1717","1826","1608"
"AT3G61170","21","23","32","34","30","24"
"AT3G61172","0","0","0","0","0","0"
"AT3G61175","0","0","0","0","0","0"
"AT3G61177","0","0","0","0","0","0"
"AT3G61180","1990","1877","1594","2350","2440","2342"
"AT3G61182","0","0","0","0","0","0"
"AT3G61185","0","0","1","2","1","7"
"AT3G61190","44","99","145","412","448","591"
"AT3G61198","215","215","108","3429","2213","2196"
"AT3G61200","1018","1068","784","1045","1038","1076"
"AT3G61210","143","102","61","124","128","53"
"AT3G61220","3","20","22","7","11","7"
"AT3G61230","0","0","0","0","0","1"
"AT3G61240","2749","2626","2668","2539","2429","2119"
"AT3G61250","20","23","27","17","16","10"
"AT3G61260","12449","10270","7594","13498","13030","9402"
"AT3G61270","505","358","232","449","111","77"
"AT3G61280","2","17","20","34","50","57"
"AT3G61290","0","0","1","2","0","1"
"AT3G61300","46","54","50","61","91","99"
"AT3G61310","408","406","485","398","420","310"
"AT3G61320","228","273","267","253","253","255"
"AT3G61330.1","0","0","1","0","1","1"
"AT3G61340","1","1","1","0","1","1"
"AT3G61350","263","234","229","273","236","226"
"AT3G61360","50","55","65","55","41","48"
"AT3G61370","107","86","133","109","128","116"
"AT3G61380","320","371","432","470","379","327"
"AT3G61389","0","0","0","0","0","0"
"AT3G61390","83","163","210","56","220","205"
"AT3G61400","0","0","1","2","1","1"
"AT3G61410","113","112","95","103","137","107"
"AT3G61415","492","415","388","405","373","309"
"AT3G61420","1715","1335","993","1450","1668","1152"
"AT3G61430","39125","37593","20668","58992","41581","35174"
"AT3G61440","24243","21732","27116","19249","23034","16783"
"AT3G61450","28","39","24","19","24","21"
"AT3G61460","2849","2369","2028","2284","2411","1648"
"AT3G61470","19752","18871","12109","28936","30001","14887"
"AT3G61480","1821","1599","1388","1660","1559","1237"
"AT3G61490","1033","724","911","315","310","246"
"AT3G61500","0","0","0","0","0","0"
"AT3G61510","0","0","0","0","0","0"
"AT3G61520","46","46","75","65","65","66"
"AT3G61530","309","317","329","369","382","372"
"AT3G61540","598","724","607","726","714","694"
"AT3G61545","0","0","0","0","0","0"
"AT3G61550","688","613","819","863","853","787"
"AT3G61560","177","124","144","217","109","69"
"AT3G61570","584","599","612","660","691","581"
"AT3G61571","0","0","0","2","0","0"
"AT3G61580","10067","8597","6749","8708","8713","5996"
"AT3G61590","344","370","406","372","416","328"
"AT3G61600","5834","5264","3046","4946","5585","3854"
"AT3G61610","601","449","516","351","319","224"
"AT3G61620","311","372","371","294","337","256"
"AT3G61630","951","1116","526","575","772","624"
"AT3G61640","686","655","617","531","557","405"
"AT3G61650","400","466","484","509","468","363"
"AT3G61660","14","13","14","5","4","4"
"AT3G61670","680","689","795","626","753","646"
"AT3G61678","0","0","0","0","0","0"
"AT3G61680","646","691","757","764","761","598"
"AT3G61690","2258","2196","2059","2082","2225","1773"
"AT3G61700","2331","1999","1887","1180","1749","971"
"AT3G61710","1363","1155","1058","1259","1281","1128"
"AT3G61715","0","0","0","0","0","0"
"AT3G61720","0","0","0","0","0","0"
"AT3G61721","0","0","0","0","0","0"
"AT3G61723","0","0","0","0","0","0"
"AT3G61730","1","0","0","1","0","0"
"AT3G61740","512","496","428","492","557","399"
"AT3G61750","225","233","214","257","249","193"
"AT3G61755","0","0","0","0","0","0"
"AT3G61760","60","55","77","58","64","50"
"AT3G61763","0","0","0","0","0","0"
"AT3G61770","409","445","397","304","371","310"
"AT3G61780","567","494","562","312","349","231"
"AT3G61790","2418","2086","1868","2558","2346","1923"
"AT3G61800","414","429","513","415","502","402"
"AT3G61810","257","245","326","252","186","126"
"AT3G61820","1064","983","1527","974","767","699"
"AT3G61825","0","0","0","0","0","0"
"AT3G61826","0","0","0","0","0","0"
"AT3G61827","1","0","0","0","0","0"
"AT3G61829","1","0","1","0","0","0"
"AT3G61830","2390","1861","1920","806","1045","572"
"AT3G61840","63","72","46","80","64","39"
"AT3G61850","834","924","839","889","1117","853"
"AT3G61860","1414","1473","1572","1978","2789","1914"
"AT3G61870","1112","1091","1235","446","556","274"
"AT3G61880","8","11","42","3","6","10"
"AT3G61890","854","687","356","471","828","466"
"AT3G61897","4","2","7","2","6","2"
"AT3G61898","178","129","171","85","145","83"
"AT3G61900","196","100","87","162","184","127"
"AT3G61910","0","0","0","0","0","0"
"AT3G61920","0","4","4","2","2","1"
"AT3G61930","103","82","118","64","7","19"
"AT3G61940","3","1","1","3","2","3"
"AT3G61947","0","0","0","1","0","0"
"AT3G61950","22","23","18","32","36","18"
"AT3G61960","1519","1546","1478","1763","1843","1545"
"AT3G61962","0","0","0","0","0","0"
"AT3G61970","178","114","110","42","49","28"
"AT3G61980","238","317","283","324","371","335"
"AT3G61990","1024","1238","1483","1229","1269","1381"
"AT3G62000","218","246","245","186","245","177"
"AT3G62010","3382","3283","2355","4059","3918","3611"
"AT3G62020","297","458","254","487","386","382"
"AT3G62030","2936","3624","4621","1587","1582","1036"
"AT3G62040","2682","2089","1655","2369","2015","1468"
"AT3G62050","17","23","34","12","20","12"
"AT3G62060","449","395","487","225","250","177"
"AT3G62070","66","84","59","108","143","107"
"AT3G62080","536","551","512","576","749","529"
"AT3G62090","966","757","864","499","690","579"
"AT3G62097","0","0","0","0","0","0"
"AT3G62100","23","34","43","27","68","86"
"AT3G62110","907","903","1249","963","841","631"
"AT3G62120","5603","4882","5424","4471","4628","3747"
"AT3G62130","1417","1230","1061","1167","1280","982"
"AT3G62140","401","438","480","474","498","398"
"AT3G62150","151","900","1789","536","1160","1036"
"AT3G62160","153","201","118","222","208","174"
"AT3G62170","0","0","0","0","0","0"
"AT3G62180","0","0","0","0","1","1"
"AT3G62190","692","702","617","687","948","657"
"AT3G62200","322","416","472","504","506","452"
"AT3G62210","1","5","10","21","6","2"
"AT3G62220","560","495","458","428","384","357"
"AT3G62230","0","0","0","0","0","0"
"AT3G62240","1664","1638","1687","1938","1978","1694"
"AT3G62245","0","0","0","0","0","0"
"AT3G62250","5457","5369","6690","4863","4934","4322"
"AT3G62260","364","552","529","569","728","771"
"AT3G62270","3827","6329","7234","4365","5360","4979"
"AT3G62280","84","128","214","229","106","163"
"AT3G62285","0","0","0","0","0","0"
"AT3G62290","41642","30976","21975","27803","36671","24813"
"AT3G62300","1069","901","893","788","871","597"
"AT3G62310","2271","2206","2007","2045","2415","1817"
"AT3G62320","4","2","3","3","4","5"
"AT3G62330","1129","1030","847","977","1111","742"
"AT3G62336","0","0","0","0","0","0"
"AT3G62340","1","0","0","0","0","0"
"AT3G62350","0","0","0","0","0","0"
"AT3G62360","5795","4765","5018","4837","4421","3583"
"AT3G62370","895","830","1001","1118","912","868"
"AT3G62380","0","0","2","0","0","0"
"AT3G62390","905","663","662","735","650","544"
"AT3G62400","1598","1630","1908","1258","1429","1351"
"AT3G62410","371","475","258","137","200","127"
"AT3G62420","0","0","0","0","0","0"
"AT3G62422","0","0","0","0","0","0"
"AT3G62430","6","6","13","14","8","3"
"AT3G62440","0","0","0","0","0","0"
"AT3G62450","364","335","391","380","417","365"
"AT3G62455.1","46","54","61","74","87","48"
"AT3G62460","127","175","179","125","172","167"
"AT3G62470","95","95","97","82","88","49"
"AT3G62475.1","0","0","0","0","0","0"
"AT3G62480.1","0","0","0","0","0","0"
"AT3G62490.1","0","0","0","0","0","0"
"AT3G62499","3","5","7","5","9","6"
"AT3G62500","27","44","42","34","73","64"
"AT3G62510","3","1","12","8","8","7"
"AT3G62520.1","0","0","0","0","0","0"
"AT3G62528","0","0","0","0","1","0"
"AT3G62529","0","0","0","0","0","0"
"AT3G62530","966","1552","2992","1191","1520","1283"
"AT3G62540","2","5","2","6","2","3"
"AT3G62550","276","163","115","107","133","60"
"AT3G62560","1486","1479","1389","1837","1927","1845"
"AT3G62570","517","430","377","407","340","340"
"AT3G62580","2085","2271","3054","2615","3198","3201"
"AT3G62590","156","231","231","158","249","224"
"AT3G62600","1719","1324","2278","1317","1548","1405"
"AT3G62610","0","1","6","0","1","0"
"AT3G62620","186","206","185","194","208","167"
"AT3G62630","694","678","805","607","476","371"
"AT3G62640","1","0","0","0","1","2"
"AT3G62650","4733","4288","2505","4812","5354","4198"
"AT3G62660","2270","2430","2046","3002","2627","2301"
"AT3G62670","0","0","0","0","0","0"
"AT3G62680","967","809","903","136","46","50"
"AT3G62690","105","146","117","156","191","112"
"AT3G62700","12041","9979","7183","9586","10128","7600"
"AT3G62710","1","1","0","0","0","0"
"AT3G62720","1089","1058","1207","1059","1177","994"
"AT3G62725.1","0","0","0","0","0","1"
"AT3G62730","0","28","45","3","31","39"
"AT3G62735","0","0","0","0","0","0"
"AT3G62740","4","5","12","1","8","5"
"AT3G62750","1802","1145","892","613","795","333"
"AT3G62760","5","2","7","1","0","0"
"AT3G62770","1811","1968","1478","2042","2207","2216"
"AT3G62780","45","40","41","184","75","103"
"AT3G62790","1489","1232","1341","1124","1184","1090"
"AT3G62800","418","426","436","414","390","397"
"AT3G62810","422","445","456","373","434","402"
"AT3G62820","291","252","276","254","392","290"
"AT3G62830","3899","6306","8958","4624","6868","7998"
"AT3G62840","1568","1475","1697","1563","1562","1136"
"AT3G62850","8","7","7","9","6","3"
"AT3G62860","1563","1444","1376","2182","2288","1928"
"AT3G62870","5913","6426","9748","5092","6255","4978"
"AT3G62880","199","197","192","196","251","206"
"AT3G62890","29","34","51","38","44","44"
"AT3G62900","2517","2429","2101","2671","2728","2105"
"AT3G62907","0","0","0","0","0","0"
"AT3G62910","835","707","711","293","428","218"
"AT3G62920","99","113","82","122","125","122"
"AT3G62930","27","31","29","32","27","23"
"AT3G62940","696","821","1002","776","891","735"
"AT3G62950","29","29","18","32","38","48"
"AT3G62960","6","4","0","4","2","2"
"AT3G62970","371","390","451","410","474","413"
"AT3G62980","7703","6505","4153","4894","4956","3319"
"AT3G62988","0","0","0","0","0","0"
"AT3G62990","14","20","2","8","13","2"
"AT3G63000","2471","2235","1611","1868","1964","1498"
"AT3G63003","0","0","0","0","0","0"
"AT3G63006","0","0","0","0","0","0"
"AT3G63010","769","1051","1110","978","1228","1275"
"AT3G63020","2","0","0","0","1","0"
"AT3G63030","333","369","475","646","575","567"
"AT3G63040","6","2","2","4","2","1"
"AT3G63050","22","28","38","28","33","26"
"AT3G63052","1","0","2","1","3","2"
"AT3G63060","24","17","12","12","15","16"
"AT3G63070","2249","2382","2122","2785","2689","2430"
"AT3G63080","2077","2138","2229","3079","2932","2739"
"AT3G63088","6","12","15","18","15","10"
"AT3G63090","99","116","160","128","144","132"
"AT3G63095","0","0","0","1","2","0"
"AT3G63110","112","186","186","216","326","228"
"AT3G63120","1914","1816","2054","2098","2094","1706"
"AT3G63130","729","810","866","627","648","478"
"AT3G63140","1930","1805","1398","1084","857","426"
"AT3G63150","1472","1542","1338","1401","1384","1246"
"AT3G63160","2684","1953","1856","418","516","238"
"AT3G63170","448","443","583","323","347","334"
"AT3G63180","936","1015","940","1073","1172","907"
"AT3G63190","3673","3302","3233","1599","1952","1120"
"AT3G63200","1303","1948","2168","2555","2713","2791"
"AT3G63210","2489","2954","2368","4312","4732","4220"
"AT3G63220","422","439","299","460","476","436"
"AT3G63230","0","0","0","0","0","0"
"AT3G63233","0","0","0","0","0","0"
"AT3G63240","814","633","739","657","617","524"
"AT3G63250","935","850","777","779","814","592"
"AT3G63260","2316","2540","2515","2849","2996","2740"
"AT3G63270","488","509","487","605","584","531"
"AT3G63280","276","301","187","345","304","288"
"AT3G63290","127","117","116","110","78","57"
"AT3G63300","395","374","342","245","259","247"
